technology,title,location,type,experience,english,datetime,views,applicants
API,Senior Python Developer (Django),Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,60,19
AWS,Senior Python Developer (Django),Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,60,19
AI,Senior Python Developer (Django),Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,60,19
docker,"Senior Python Developer(AI, ML experience)","Болгарія, Кіпр, Польща, Словаччина, Туреччина",Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,36,6
REST,"Senior Python Developer(AI, ML experience)","Болгарія, Кіпр, Польща, Словаччина, Туреччина",Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,36,6
FastAPI,"Senior Python Developer(AI, ML experience)","Болгарія, Кіпр, Польща, Словаччина, Туреччина",Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,36,6
API,"Senior Python Developer(AI, ML experience)","Болгарія, Кіпр, Польща, Словаччина, Туреччина",Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,36,6
AWS,"Senior Python Developer(AI, ML experience)","Болгарія, Кіпр, Польща, Словаччина, Туреччина",Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,36,6
AI,"Senior Python Developer(AI, ML experience)","Болгарія, Кіпр, Польща, Словаччина, Туреччина",Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,36,6
ML,"Senior Python Developer(AI, ML experience)","Болгарія, Кіпр, Польща, Словаччина, Туреччина",Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,36,6
Pandas,"Senior Python Developer(AI, ML experience)","Болгарія, Кіпр, Польща, Словаччина, Туреччина",Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,36,6
JS,Senior Software Engineer (IoT),Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-21,37,2
Data Base,Senior Software Engineer (IoT),Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-21,37,2
Django,Senior Software Engineer (IoT),Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-21,37,2
ReactJS,Senior Software Engineer (IoT),Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-21,37,2
GIT,Senior Software Engineer (IoT),Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-21,37,2
NodeJS,Senior Software Engineer (IoT),Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-21,37,2
VueJS,Senior Software Engineer (IoT),Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-21,37,2
docker,Senior Software Engineer (IoT),Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-21,37,2
REST,Senior Software Engineer (IoT),Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-21,37,2
API,Senior Software Engineer (IoT),Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-21,37,2
AWS,Senior Software Engineer (IoT),Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-21,37,2
JS,IoT developer  (LoRaWAN),Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-21,43,6
REST,Senior Python developer for an AI startup,Ізраїль,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-20,143,38
API,Senior Python developer for an AI startup,Ізраїль,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-20,143,38
AI,Senior Software Engineer (IoT),Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-21,37,2
Django,IoT developer  (LoRaWAN),Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-21,43,6
ReactJS,IoT developer  (LoRaWAN),Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-21,43,6
GIT,IoT developer  (LoRaWAN),Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-21,43,6
NodeJS,IoT developer  (LoRaWAN),Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-21,43,6
VueJS,IoT developer  (LoRaWAN),Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-21,43,6
docker,IoT developer  (LoRaWAN),Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-21,43,6
REST,IoT developer  (LoRaWAN),Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-21,43,6
API,IoT developer  (LoRaWAN),Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-21,43,6
AWS,IoT developer  (LoRaWAN),Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-21,43,6
AI,IoT developer  (LoRaWAN),Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-21,43,6
AWS,Senior Python developer for an AI startup,Ізраїль,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-20,143,38
AI,Senior Python developer for an AI startup,Ізраїль,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-20,143,38
Microservice,Senior Python developer for an AI startup,Ізраїль,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-20,143,38
Data Base,Senior Python Engineer IRC206424,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-20,129,45
SQL,Senior Python Engineer IRC206424,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-20,129,45
GIT,Senior Python Developer,"Релокейт, Болгарія, Угорщина, Польща, Словаччина",Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,92,15
Django,Senior Python Engineer IRC206424,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-20,129,45
Flask,Senior Python Engineer IRC206424,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-20,129,45
PostgreSQL,Senior Python Engineer IRC206424,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-20,129,45
GIT,Senior Python Engineer IRC206424,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-20,129,45
MongoDB,Senior Python Engineer IRC206424,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-20,129,45
docker,Senior Python Engineer IRC206424,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-20,129,45
REST,Senior Python Engineer IRC206424,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-20,129,45
API,Senior Python Engineer IRC206424,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-20,129,45
docker,Senior Python Developer,"Релокейт, Болгарія, Угорщина, Польща, Словаччина",Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,92,15
REST,Senior Python Developer,"Релокейт, Болгарія, Угорщина, Польща, Словаччина",Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,92,15
AI,Senior Python Engineer IRC206424,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-20,129,45
Microservice,Senior Python Engineer IRC206424,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-20,129,45
Pytest,Senior Python Engineer IRC206424,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-20,129,45
FastAPI,Senior Python Developer,"Релокейт, Болгарія, Угорщина, Польща, Словаччина",Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,92,15
API,Senior Python Developer,"Релокейт, Болгарія, Угорщина, Польща, Словаччина",Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,92,15
AWS,Senior Python Developer,"Релокейт, Болгарія, Угорщина, Польща, Словаччина",Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,92,15
AI,Senior Python Developer,"Релокейт, Болгарія, Угорщина, Польща, Словаччина",Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,92,15
ML,Senior Python Developer,"Релокейт, Болгарія, Угорщина, Польща, Словаччина",Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,92,15
Pandas,Senior Python Developer,"Релокейт, Болгарія, Угорщина, Польща, Словаччина",Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,92,15
GIT,Python Developer,"Польща, Україна",Office або Remote,2 роки досвіду,Upper-Intermediate,2023-12-21,82,14
docker,Python Developer,"Польща, Україна",Office або Remote,2 роки досвіду,Upper-Intermediate,2023-12-21,82,14
REST,Python Developer,"Польща, Україна",Office або Remote,2 роки досвіду,Upper-Intermediate,2023-12-21,82,14
FastAPI,Python Developer,"Польща, Україна",Office або Remote,2 роки досвіду,Upper-Intermediate,2023-12-21,82,14
API,Python Developer,"Польща, Україна",Office або Remote,2 роки досвіду,Upper-Intermediate,2023-12-21,82,14
AWS,Python Developer,"Польща, Україна",Office або Remote,2 роки досвіду,Upper-Intermediate,2023-12-21,82,14
